sample_id,source_mode,symbol,direction_guess,direction_confidence,window_start,window_end,anchor_timestamp,anchor_timeframe,anchor_date,month,session,candidate_source_type,entry_level_source,entry_level_confidence,entry_level_price,entry_level_is_heuristic,volatility_bucket,chart_path,html_path,execution_data_status,m1_candles_count,m5_candles_count,m15_candles_count,h1_candles_count,m1_count,m5_count,m15_count,h1_count,execution_window_start,execution_window_end,candidate_reason_codes,limitations,reviewer_should_skip_due_to_missing_ltf_data_manual,htf_liquidity_class_manual,ltf_liquidity_class_manual,multi_tf_alignment_manual,liquidity_taken_manual,liquidity_depth_quality_manual,shallow_liquidity_trap_manual,target_liquidity_available_manual,reaction_zone_present_manual,reaction_zone_type_manual,reaction_zone_age_quality_manual,fvg_valid_manual,ifvg_valid_manual,volume_crack_present_manual,volume_profile_clean_manual,number_theory_confluence_manual,adelin_v2_label_manual,would_trade_manual,no_trade_reason_manual,setup_quality_score_manual,reversal_or_continuation_manual,rare_ifvg_continuation_candidate_manual,expected_sl_pips_manual,sl_acceptable_manual,be_after_reaction_manual,early_close_candidate_manual,accumulation_after_entry_manual,m1_engulfing_against_manual,runner_target_manual,partial_management_manual,expected_target_area_manual,actual_reaction_quality_manual,actual_followthrough_quality_manual,reviewer_confidence_manual,reviewer_notes
sample_183,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-12T09:45:00+00:00,2026-03-12T14:15:00+00:00,2026-03-12T11:15:00+00:00,M15,2026-03-12,2026-03,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5180.0,True,HIGH_VOLATILITY,charts/sample_183.svg,examples/sample_183.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-12T09:45:00+00:00,2026-03-12T14:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_184,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-12T13:45:00+00:00,2026-03-12T18:15:00+00:00,2026-03-12T15:15:00+00:00,M15,2026-03-12,2026-03,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5186.15,True,HIGH_VOLATILITY,charts/sample_184.svg,examples/sample_184.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-12T13:45:00+00:00,2026-03-12T18:15:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_185,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-04-10T15:30:00+00:00,2026-04-10T20:00:00+00:00,2026-04-10T17:00:00+00:00,M15,2026-04-10,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4780.0,True,MID_VOLATILITY,charts/sample_185.svg,examples/sample_185.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-10T15:30:00+00:00,2026-04-10T20:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_186,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-04-10T19:30:00+00:00,2026-04-11T00:00:00+00:00,2026-04-10T21:00:00+00:00,M15,2026-04-10,2026-04,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4768.67,True,MID_VOLATILITY,charts/sample_186.svg,examples/sample_186.html,REVIEWABLE_M1_M5,210,42,14,3,210,42,14,3,2026-04-10T19:30:00+00:00,2026-04-11T00:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_187,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-12T19:00:00+00:00,2026-05-12T23:30:00+00:00,2026-05-12T20:30:00+00:00,M15,2026-05-12,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4680.0,True,HIGH_VOLATILITY,charts/sample_187.svg,examples/sample_187.html,REVIEWABLE_M1_M5,240,48,16,4,240,48,16,4,2026-05-12T19:00:00+00:00,2026-05-12T23:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_188,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-13T03:30:00+00:00,2026-05-13T08:00:00+00:00,2026-05-13T05:00:00+00:00,M15,2026-05-13,2026-05,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,4701.11,True,MID_VOLATILITY,charts/sample_188.svg,examples/sample_188.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-13T03:30:00+00:00,2026-05-13T08:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_189,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-13T08:30:00+00:00,2026-02-13T13:00:00+00:00,2026-02-13T10:00:00+00:00,M15,2026-02-13,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4980.0,True,HIGH_VOLATILITY,charts/sample_189.svg,examples/sample_189.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-13T08:30:00+00:00,2026-02-13T13:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_190,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-13T12:45:00+00:00,2026-02-13T17:15:00+00:00,2026-02-13T14:15:00+00:00,M15,2026-02-13,2026-02,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4962.94,True,HIGH_VOLATILITY,charts/sample_190.svg,examples/sample_190.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-13T12:45:00+00:00,2026-02-13T17:15:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_191,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-12T23:00:00+00:00,2026-03-13T03:30:00+00:00,2026-03-13T00:30:00+00:00,M15,2026-03-13,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,5090.0,True,HIGH_VOLATILITY,charts/sample_191.svg,examples/sample_191.html,REVIEWABLE_M1_M5,211,43,15,4,211,43,15,4,2026-03-12T23:00:00+00:00,2026-03-13T03:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_192,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-03-12T17:45:00+00:00,2026-03-12T22:15:00+00:00,2026-03-12T19:15:00+00:00,M15,2026-03-12,2026-03,OTHER,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5121.58,True,HIGH_VOLATILITY,charts/sample_192.svg,examples/sample_192.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-12T17:45:00+00:00,2026-03-12T22:15:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_193,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-13T03:45:00+00:00,2026-04-13T08:15:00+00:00,2026-04-13T05:15:00+00:00,M15,2026-04-13,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4720.0,True,HIGH_VOLATILITY,charts/sample_193.svg,examples/sample_193.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-13T03:45:00+00:00,2026-04-13T08:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_194,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-13T08:00:00+00:00,2026-04-13T12:30:00+00:00,2026-04-13T09:30:00+00:00,M15,2026-04-13,2026-04,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,4731.95,True,HIGH_VOLATILITY,charts/sample_194.svg,examples/sample_194.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-13T08:00:00+00:00,2026-04-13T12:30:00+00:00,M15_SWING_HIGH_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_195,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-13T09:30:00+00:00,2026-05-13T14:00:00+00:00,2026-05-13T11:00:00+00:00,M15,2026-05-13,2026-05,NEW_YORK,ROUND_LEVEL,ROUND_LEVEL,HIGH,4700.0,True,MID_VOLATILITY,charts/sample_195.svg,examples/sample_195.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-13T09:30:00+00:00,2026-05-13T14:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_196,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-05-13T14:00:00+00:00,2026-05-13T18:30:00+00:00,2026-05-13T15:30:00+00:00,M15,2026-05-13,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4684.83,True,MID_VOLATILITY,charts/sample_196.svg,examples/sample_196.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-13T14:00:00+00:00,2026-05-13T18:30:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_197,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-13T19:00:00+00:00,2026-02-13T23:30:00+00:00,2026-02-13T20:30:00+00:00,M15,2026-02-13,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,5030.0,True,HIGH_VOLATILITY,charts/sample_197.svg,examples/sample_197.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-13T19:00:00+00:00,2026-02-13T23:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_198,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-02-16T03:30:00+00:00,2026-02-16T08:00:00+00:00,2026-02-16T05:00:00+00:00,M15,2026-02-16,2026-02,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4992.29,True,MID_VOLATILITY,charts/sample_198.svg,examples/sample_198.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-16T03:30:00+00:00,2026-02-16T08:00:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_199,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-13T03:45:00+00:00,2026-03-13T08:15:00+00:00,2026-03-13T05:15:00+00:00,M15,2026-03-13,2026-03,ASIA,ROUND_LEVEL,ROUND_LEVEL,HIGH,5110.0,True,HIGH_VOLATILITY,charts/sample_199.svg,examples/sample_199.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-13T03:45:00+00:00,2026-03-13T08:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_200,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-13T07:45:00+00:00,2026-03-13T12:15:00+00:00,2026-03-13T09:15:00+00:00,M15,2026-03-13,2026-03,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5083.75,True,HIGH_VOLATILITY,charts/sample_200.svg,examples/sample_200.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-13T07:45:00+00:00,2026-03-13T12:15:00+00:00,M15_SWING_LOW_SWEEP_VISUAL_CANDIDATE|LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_201,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-13T17:30:00+00:00,2026-04-13T22:00:00+00:00,2026-04-13T19:00:00+00:00,M15,2026-04-13,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4720.0,True,HIGH_VOLATILITY,charts/sample_201.svg,examples/sample_201.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-13T17:30:00+00:00,2026-04-13T22:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_202,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-04-13T12:00:00+00:00,2026-04-13T16:30:00+00:00,2026-04-13T13:30:00+00:00,M15,2026-04-13,2026-04,NEW_YORK_OPEN,SWEEP_EXTREME,SWEEP_EXTREME,MEDIUM,4708.32,True,HIGH_VOLATILITY,charts/sample_202.svg,examples/sample_202.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-13T12:00:00+00:00,2026-04-13T16:30:00+00:00,NEW_YORK_OPEN_CONTEXT|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_203,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-13T18:00:00+00:00,2026-05-13T22:30:00+00:00,2026-05-13T19:30:00+00:00,M15,2026-05-13,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4700.0,True,MID_VOLATILITY,charts/sample_203.svg,examples/sample_203.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-13T18:00:00+00:00,2026-05-13T22:30:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_204,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-14T01:30:00+00:00,2026-05-14T06:00:00+00:00,2026-05-14T03:00:00+00:00,M15,2026-05-14,2026-05,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4693.18,True,MID_VOLATILITY,charts/sample_204.svg,examples/sample_204.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-14T01:30:00+00:00,2026-05-14T06:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_205,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-16T15:45:00+00:00,2026-02-16T20:15:00+00:00,2026-02-16T17:15:00+00:00,M15,2026-02-16,2026-02,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4980.0,True,MID_VOLATILITY,charts/sample_205.svg,examples/sample_205.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-16T15:45:00+00:00,2026-02-16T20:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_206,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-02-16T07:30:00+00:00,2026-02-16T12:00:00+00:00,2026-02-16T09:00:00+00:00,M15,2026-02-16,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5003.14,True,MID_VOLATILITY,charts/sample_206.svg,examples/sample_206.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-16T07:30:00+00:00,2026-02-16T12:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_207,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-03-13T19:30:00+00:00,2026-03-14T00:00:00+00:00,2026-03-13T21:00:00+00:00,M15,2026-03-13,2026-03,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,5040.0,True,HIGH_VOLATILITY,charts/sample_207.svg,examples/sample_207.html,REVIEWABLE_M1_M5,210,42,14,3,210,42,14,3,2026-03-13T19:30:00+00:00,2026-03-14T00:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_208,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-13T12:30:00+00:00,2026-03-13T17:00:00+00:00,2026-03-13T14:00:00+00:00,M15,2026-03-13,2026-03,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,5097.81,True,HIGH_VOLATILITY,charts/sample_208.svg,examples/sample_208.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-13T12:30:00+00:00,2026-03-13T17:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_209,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-14T07:15:00+00:00,2026-04-14T11:45:00+00:00,2026-04-14T08:45:00+00:00,M15,2026-04-14,2026-04,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4760.0,True,HIGH_VOLATILITY,charts/sample_209.svg,examples/sample_209.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-14T07:15:00+00:00,2026-04-14T11:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_210,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-04-14T11:15:00+00:00,2026-04-14T15:45:00+00:00,2026-04-14T12:45:00+00:00,M15,2026-04-14,2026-04,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4771.64,True,HIGH_VOLATILITY,charts/sample_210.svg,examples/sample_210.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-14T11:15:00+00:00,2026-04-14T15:45:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_211,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-14T06:30:00+00:00,2026-05-14T11:00:00+00:00,2026-05-14T08:00:00+00:00,M15,2026-05-14,2026-05,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4700.0,True,MID_VOLATILITY,charts/sample_211.svg,examples/sample_211.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-14T06:30:00+00:00,2026-05-14T11:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_212,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,HIGH,2026-05-14T11:30:00+00:00,2026-05-14T16:00:00+00:00,2026-05-14T13:00:00+00:00,M15,2026-05-14,2026-05,NEW_YORK,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4702.53,True,MID_VOLATILITY,charts/sample_212.svg,examples/sample_212.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-14T11:30:00+00:00,2026-05-14T16:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_213,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-02-17T04:45:00+00:00,2026-02-17T09:15:00+00:00,2026-02-17T06:15:00+00:00,M15,2026-02-17,2026-02,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,4960.0,True,HIGH_VOLATILITY,charts/sample_213.svg,examples/sample_213.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-17T04:45:00+00:00,2026-02-17T09:15:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_214,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-02-17T09:00:00+00:00,2026-02-17T13:30:00+00:00,2026-02-17T10:30:00+00:00,M15,2026-02-17,2026-02,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4930.43,True,HIGH_VOLATILITY,charts/sample_214.svg,examples/sample_214.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-02-17T09:00:00+00:00,2026-02-17T13:30:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_215,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-03-16T07:30:00+00:00,2026-03-16T12:00:00+00:00,2026-03-16T09:00:00+00:00,M15,2026-03-16,2026-03,LONDON,ROUND_LEVEL,ROUND_LEVEL,HIGH,5010.0,True,MID_VOLATILITY,charts/sample_215.svg,examples/sample_215.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-16T07:30:00+00:00,2026-03-16T12:00:00+00:00,NUMBER_THEORY_LEVEL_NEAR|LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_216,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,HIGH,2026-03-16T02:30:00+00:00,2026-03-16T07:00:00+00:00,2026-03-16T04:00:00+00:00,M15,2026-03-16,2026-03,ASIA,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4982.63,True,MID_VOLATILITY,charts/sample_216.svg,examples/sample_216.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-03-16T02:30:00+00:00,2026-03-16T07:00:00+00:00,LARGE_LOWER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_217,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-04-14T18:15:00+00:00,2026-04-14T22:45:00+00:00,2026-04-14T19:45:00+00:00,M15,2026-04-14,2026-04,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4810.0,True,HIGH_VOLATILITY,charts/sample_217.svg,examples/sample_217.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-04-14T18:15:00+00:00,2026-04-14T22:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_218,CANDIDATE_WINDOW_MODE,XAUUSD,SHORT,MEDIUM,2026-04-15T03:30:00+00:00,2026-04-15T08:00:00+00:00,2026-04-15T05:00:00+00:00,M15,2026-04-15,2026-04,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4871.42,True,MID_VOLATILITY,charts/sample_218.svg,examples/sample_218.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-04-15T03:30:00+00:00,2026-04-15T08:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_219,CANDIDATE_WINDOW_MODE,XAUUSD,UNKNOWN,UNKNOWN,2026-05-14T16:15:00+00:00,2026-05-14T20:45:00+00:00,2026-05-14T17:45:00+00:00,M15,2026-05-14,2026-05,OTHER,ROUND_LEVEL,ROUND_LEVEL,HIGH,4680.0,True,MID_VOLATILITY,charts/sample_219.svg,examples/sample_219.html,REVIEWABLE_M1_M5,271,55,19,4,271,55,19,4,2026-05-14T16:15:00+00:00,2026-05-14T20:45:00+00:00,NUMBER_THEORY_LEVEL_NEAR|ROUND_LEVEL_ENTRY_METADATA_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_220,CANDIDATE_WINDOW_MODE,XAUUSD,LONG,MEDIUM,2026-05-15T03:30:00+00:00,2026-05-15T08:00:00+00:00,2026-05-15T05:00:00+00:00,M15,2026-05-15,2026-05,LONDON,SWEEP_EXTREME,SWEEP_EXTREME,LOW,4607.1,True,HIGH_VOLATILITY,charts/sample_220.svg,examples/sample_220.html,REVIEWABLE_M1_M5,271,55,19,5,271,55,19,5,2026-05-15T03:30:00+00:00,2026-05-15T08:00:00+00:00,LARGE_UPPER_WICK_REVERSAL_VISUAL_CANDIDATE|PRE_ANCHOR_SWEEP_EXTREME_CANDIDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
